Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVento;Nebulosidade;
82798;14/03/2008;1200;31;25.5;63;1011.5;18;2.5;4;
82798;14/03/2008;1800;30.6;25.1;64;1009.1;14;3.3;2;
82798;15/03/2008;0000;28.4;24.7;74;1011.4;14;1.5;5;
82798;15/03/2008;1200;30.2;24.5;61;1012.5;14;3.3;3;
82798;15/03/2008;1800;30;24.3;63;1010.4;14;3.3;1;
82798;16/03/2008;0000;28.2;24.1;70;1012.4;9;1.8;0;
82798;16/03/2008;1200;30.8;24.1;58;1013;5;1.3;4;
82798;16/03/2008;1800;30.8;23.9;57;1010.6;14;3.3;4;
82798;17/03/2008;0000;28;24.3;72;1013.5;14;1.6;5;
82798;17/03/2008;1200;28.4;24.5;73;1013.1;14;1.6;7;
82798;17/03/2008;1800;30.4;24.9;63;1009.7;14;2.8;5;
82798;18/03/2008;0000;28.2;24.9;76;1012.5;8;1.6;5;
82798;18/03/2008;1200;31.4;25.7;64;1013.1;14;1.6;5;
82798;18/03/2008;1800;30.8;24.9;63;1010;14;2.1;4;
82798;19/03/2008;0000;28.4;24.4;72;1012.2;9;1.1;10;
82798;19/03/2008;1200;29.4;24.9;68;1012.3;23;1.1;5;
82798;19/03/2008;1800;29.6;24.7;66;1008.8;14;3;6;
82798;20/03/2008;0000;24;23.3;95;1012.5;14;4.6;9;
82798;20/03/2008;1200;25.6;25.1;94;1012.8;27;2.3;8;
82798;20/03/2008;1800;27.4;24.1;75;1010.1;9;2;8;
82798;21/03/2008;0000;26;24.8;91;1012.7;9;0.3;9;
82798;21/03/2008;1200;28;25.5;80;1012.4;9;3.3;8;
82798;21/03/2008;1800;29;25.3;74;1009.2;14;3.3;3;
82798;22/03/2008;0000;27.8;24.7;78;1012;9;1.6;6;
82798;22/03/2008;1200;27.8;24.3;75;1012.5;14;0.3;4;
82798;22/03/2008;1800;30;25.7;72;1009.4;14;2.3;3;
82798;23/03/2008;0000;27.2;25.1;85;1011.6;14;2.6;7;
82798;23/03/2008;1200;26.6;25.1;89;1012.1;14;1.3;6;
82798;23/03/2008;1800;29.6;25.7;72;1008.6;14;3.3;6;
82798;24/03/2008;0000;27.8;25.1;81;1011.9;14;2;6;
82798;24/03/2008;1200;30.2;25.5;67;1012.9;14;1.6;7;
82798;24/03/2008;1800;29.8;26.3;76;1009.9;14;3;8;
82798;25/03/2008;0000;27.4;25.1;81;1012.7;18;1.6;10;
82798;25/03/2008;1200;28.8;25.1;73;1013.4;23;1;6;
82798;25/03/2008;1800;28.6;25.3;78;1009.4;14;2.6;5;
82798;26/03/2008;0000;28;25.1;77;1012.5;14;2;5;
82798;26/03/2008;1200;28.2;26.1;84;1012.7;18;3;8;
82798;26/03/2008;1800;29.6;25.9;74;1009.2;14;1.8;8;
82798;27/03/2008;0000;27.8;25.3;82;1011.5;9;0.8;2;
82798;27/03/2008;1200;28.6;25.1;76;1011.2;14;0.3;8;
82798;27/03/2008;1800;30;25.7;72;1007.9;9;3.1;6;
82798;28/03/2008;0000;26.6;25.6;93;1010.3;14;1.1;8;
82798;28/03/2008;1200;28.2;26.1;84;1011.3;23;1.6;8;
82798;28/03/2008;1800;28;24.3;72;1008.5;14;1;9;
82798;29/03/2008;0000;26;25.3;95;1010.7;5;0.7;9;
82798;29/03/2008;1200;25.2;24.9;97;1012.5;18;0.8;10;
82798;29/03/2008;1800;27.8;24.9;79;1008.1;14;1;8;
82798;30/03/2008;0000;27;25.3;87;1010.5;14;1.6;8;
82798;30/03/2008;1200;24.8;24.7;99;1011.2;27;1.3;10;
82798;30/03/2008;1800;27;24.4;80;1008;32;1.6;10;
82798;31/03/2008;0000;25.8;25.1;94;1010.2;18;1.3;9;
82798;31/03/2008;1200;25.8;24.5;89;1011.1;23;2.6;9;
82798;31/03/2008;1800;28.6;25.3;78;1006.7;14;2;8;
82798;01/04/2008;0000;25.4;24.3;91;1009.7;18;0.8;8;
82798;01/04/2008;1200;29.4;25.3;70;1010.7;18;2.1;8;
82798;01/04/2008;1800;28.2;25.3;78;1007.3;14;3.1;7;
82798;02/04/2008;0000;27.4;24.4;77;1009.9;9;1.3;2;
82798;02/04/2008;1200;29.4;25.5;71;1010.9;14;2.1;7;
82798;02/04/2008;1800;29.2;24.6;69;1007;14;3;7;
82798;03/04/2008;0000;27.6;23.5;70;1010.6;14;1.1;1;
82798;03/04/2008;1200;29;23.9;65;1011;14;1.3;6;
82798;03/04/2008;1800;29.4;23.3;58;1007.7;14;3;2;
82798;04/04/2008;0000;27.4;23.5;71;1010.6;14;1.1;2;
82798;04/04/2008;1200;29.6;24.5;65;1011.5;23;1.5;6;
82798;04/04/2008;1800;29.8;25.9;73;1008.2;14;3;3;
82798;05/04/2008;0000;28.4;24.1;70;1011.6;14;2.5;0;
82798;05/04/2008;1200;30.2;25.9;70;1011.7;14;3.1;4;
82798;05/04/2008;1800;27.4;24.9;80;1009.2;14;2;9;
82798;06/04/2008;0000;26.2;24.6;86;1011.9;35;1.1;6;
82798;06/04/2008;1200;30;24.7;66;1012.2;14;1.6;4;
82798;06/04/2008;1800;28.6;25.5;79;1009.6;14;2.6;3;
82798;07/04/2008;0000;27.4;24.9;80;1012.5;14;1.6;6;
82798;07/04/2008;1200;27.8;25.1;81;1013.1;18;2;7;
82798;07/04/2008;1800;29.2;25.1;72;1009.8;14;2.3;6;
82798;08/04/2008;0000;27.4;24.4;77;1011.7;9;2;9;
82798;08/04/2008;1200;30;25.9;73;1013.2;14;2.5;7;
82798;08/04/2008;1800;30.2;25.2;66;1011.1;9;2.1;5;
82798;09/04/2008;0000;28;24.1;71;1012.9;9;1.5;5;
82798;09/04/2008;1200;25.4;24.5;93;1014;23;2.5;9;
82798;09/04/2008;1800;29;24.7;70;1011.1;14;3;5;
82798;10/04/2008;0000;27;24.3;80;1011.3;18;1.6;4;
82798;10/04/2008;1200;30;24.9;67;1011.1;14;3.8;6;
82798;10/04/2008;1800;29.6;25.1;69;1008.2;18;3.6;6;
82798;11/04/2008;0000;26.6;24.8;87;1009.3;18;1.6;1;
82798;11/04/2008;1200;25.8;24.9;92;1009.9;14;2.3;9;
82798;11/04/2008;1800;29.4;24.8;67;1006.9;18;3.3;7;
82798;12/04/2008;0000;26.2;24.5;86;1009;18;0.5;9;
82798;12/04/2008;1200;29.2;25.3;74;1010.5;23;1.6;6;
82798;12/04/2008;1800;30;25.3;69;1008;14;3.3;6;
82798;13/04/2008;0000;28.2;24.7;74;1010.6;14;1.3;5;
82798;13/04/2008;1200;25;24.7;98;1012;18;2;8;
82798;13/04/2008;1800;26.8;24.9;84;1008.9;18;1.6;8;
82798;14/04/2008;0000;25.4;24.6;94;1011.5;9;0.5;7;
82798;14/04/2008;1200;28.8;25.3;74;1012.9;18;0.5;7;
82798;14/04/2008;1800;28.8;25.1;73;1009.1;9;2;6;
82798;15/04/2008;0000;26;25.2;94;1011.9;9;1.6;3;
82798;15/04/2008;1200;27.8;24.7;78;1013.4;9;1.3;6;
82798;15/04/2008;1800;29.2;25.1;72;1009.4;14;2.5;4;
82798;16/04/2008;0000;27.8;24.7;78;1012;9;1.6;4;
82798;16/04/2008;1200;29.2;25.1;72;1013.6;18;3;8;
82798;16/04/2008;1800;29.8;24.9;67;1010.7;14;3.3;4;
82798;17/04/2008;0000;27.6;24.6;77;1013.2;18;2.5;4;
82798;17/04/2008;1200;29.6;25.1;69;1013.5;14;4.1;7;
82798;17/04/2008;1800;30.2;25.3;66;1011.1;14;4;4;
82798;18/04/2008;0000;27.8;24.8;79;1013.1;18;2.3;2;
82798;18/04/2008;1200;29.2;25.7;76;1013.1;14;1.5;8;
82798;18/04/2008;1800;30.2;25.3;66;1009.4;14;1.6;5;
82798;19/04/2008;0000;27.4;24.7;79;1012.4;18;1.1;6;
82798;19/04/2008;1200;28;25.1;77;1012.7;18;4.1;6;
82798;19/04/2008;1800;29.4;25.3;70;1009.4;14;3.5;6;
82798;20/04/2008;0000;26.2;24.8;88;1012.2;18;2;7;
82798;20/04/2008;1200;26;25.3;95;1013.3;18;2;7;
82798;20/04/2008;1800;29.6;25.8;73;1010.2;18;2.5;3;
82798;21/04/2008;0000;25.8;25.1;94;1012.8;18;1.5;9;
82798;21/04/2008;1200;28.2;25.9;82;1013.2;18;3;8;
82798;21/04/2008;1800;29.8;25.7;72;1010;14;3.6;7;
82798;22/04/2008;0000;26.8;25.5;88;1012.4;18;1.6;6;
82798;22/04/2008;1200;29;26.3;80;1012.1;18;3.6;8;
82798;22/04/2008;1800;30.2;25.9;70;1009;14;3.6;5;
82798;23/04/2008;0000;27.8;24.9;79;1011.6;18;2;5;
82798;23/04/2008;1200;28.6;25.5;79;1012.7;14;3;9;
82798;23/04/2008;1800;25;24.6;98;1010.2;27;1.3;10;
82798;24/04/2008;0000;24;23.7;98;1011;27;1.6;10;
82798;24/04/2008;1200;29.2;25.7;76;1011.2;14;1.6;5;
82798;24/04/2008;1800;30;25.9;73;1008.8;14;2;4;
82798;25/04/2008;0000;27.8;25.3;82;1011;14;1.6;3;
82798;25/04/2008;1200;30;25.9;73;1011.5;14;3.3;8;
82798;25/04/2008;1800;29.8;25.7;72;1008.9;14;3.5;4;
82798;26/04/2008;0000;27.6;24.1;74;1011.1;18;1.6;3;
82798;26/04/2008;1200;30;24.7;66;1011.7;14;3.1;4;
82798;26/04/2008;1800;30.2;25.7;68;1008.8;14;3;2;
82798;27/04/2008;0000;27.2;24.1;78;1011.1;18;1.6;3;
82798;27/04/2008;1200;25.2;24.7;95;1011.8;23;0.7;9;
82798;27/04/2008;1800;23.8;23.5;97;1010.1;18;3;9;
82798;28/04/2008;0000;24.8;24.5;97;1011.7;14;1;9;
82798;28/04/2008;1200;29.4;25.7;73;1011.3;14;1.8;7;
82798;28/04/2008;1800;27.6;24;73;1008.7;14;2.5;8;
82798;29/04/2008;0000;27.8;24.5;77;1010.6;14;2.5;8;
82798;29/04/2008;1200;29.8;25.5;71;1010.9;14;3.3;7;
82798;29/04/2008;1800;29.8;25;68;1008.4;14;3.3;4;
82798;30/04/2008;0000;27.6;24.9;80;1010.7;14;1.8;7;
82798;30/04/2008;1200;29.8;25.1;68;1011.3;18;3.3;8;
82798;30/04/2008;1800;30;24.3;63;1008.2;14;2.3;2;
82798;01/05/2008;0000;27.2;24.3;79;1010.3;18;2;5;
82798;01/05/2008;1200;27.6;25.7;85;1011.9;18;3;6;
82798;01/05/2008;1800;27;25.3;87;1009.1;14;2;6;
82798;02/05/2008;0000;25;24.7;98;1011.2;18;1.6;10;
82798;02/05/2008;1200;29.2;24.3;67;1011.9;14;4.1;7;
82798;02/05/2008;1800;29.8;24.7;66;1009.1;14;3.3;4;
82798;03/05/2008;0000;27.6;23.9;73;1011.6;18;3;4;
82798;03/05/2008;1200;28.8;25.3;74;1012.2;18;2.3;4;
82798;03/05/2008;1800;29.8;24.9;67;1009.3;14;3.3;5;
82798;04/05/2008;0000;28;24.7;75;1012.1;18;2.6;6;
82798;04/05/2008;1200;29.4;25.3;70;1013.5;18;3.3;8;
82798;04/05/2008;1800;30.2;25.7;68;1010.6;14;3;4;
82798;05/05/2008;0000;27.6;25.1;81;1012.9;18;1.6;3;
82798;05/05/2008;1200;30.2;25.5;67;1012.9;18;1.5;7;
82798;05/05/2008;1800;29.6;25.7;72;1009.4;9;2.5;5;
82798;06/05/2008;0000;28.2;25.6;80;1012.3;5;0.8;7;
82798;06/05/2008;1200;29;25.7;76;1013.4;32;2;5;
