Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVento;Nebulosidade;
82791;06/07/2008;1200;25.3;21.1;68;988.5;9;4;8;
82791;07/07/2008;0000;24.4;20.4;70;987.5;9;2.6;0;
82791;07/07/2008;1200;26.2;20.7;60;988;14;4.3;7;
82791;08/07/2008;0000;25.1;20.2;63;987.2;14;4.6;0;
82791;08/07/2008;1200;24;20.2;72;988.3;14;2.6;9;
82791;09/07/2008;0000;24;20;70;987.1;18;3.1;0;
82791;09/07/2008;1200;24.2;20.2;69;988.2;18;3.6;10;
82791;10/07/2008;0000;23.4;20;74;987.6;14;3.8;7;
82791;10/07/2008;1200;26.2;20.6;59;988.1;9;4.1;6;
82791;11/07/2008;0000;24.2;20;68;987.1;9;2.6;0;
82791;11/07/2008;1200;25.8;21.6;69;988.7;14;3.3;9;
82791;12/07/2008;0000;24.8;20.4;67;987.4;18;4.3;3;
82791;12/07/2008;1200;25;20.9;70;987.4;18;4.3;7;
82791;13/07/2008;0000;24;20;70;987;14;3.5;3;
82791;13/07/2008;1200;25;19.5;61;986.8;18;4.3;7;
82791;14/07/2008;0000;24;19;63;986;14;3.5;3;
82791;14/07/2008;1200;25;19.6;61;986.9;18;4.3;7;
82791;15/07/2008;0000;25.8;20;58;986.5;14;2.6;5;
82791;15/07/2008;1200;25;19.5;61;988.4;14;4.1;8;
82791;16/07/2008;0000;26;20.6;62;987.8;14;2.8;5;
82791;16/07/2008;1200;26.5;21.4;64;988.3;18;4.5;7;
82791;17/07/2008;0000;23.2;20.7;79;988.1;14;3;8;
82791;17/07/2008;1200;24;20.7;75;987.7;27;0.3;10;
82791;18/07/2008;0000;24.6;21;72;986.7;14;3.1;8;
82791;18/07/2008;1200;25;20.6;68;988;5;2.8;10;
82791;19/07/2008;0000;25.1;21.1;69;987.1;5;2.5;10;
82791;19/07/2008;1200;25;20.9;70;988.6;9;3.6;8;
82791;20/07/2008;0000;23.6;20.2;72;987.8;14;4.5;8;
82791;20/07/2008;1200;26.1;20;58;988.4;14;4.3;3;
82791;21/07/2008;0000;24.9;20.6;68;987.6;9;5;0;
